Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
543.15,0.22601,0.05,20,11.34,15.86,202.41,21.478,29.814,473.49,0.21162,27.623,0.041614,vapor
548.15,0.2281,0.05,20,11.447,16.009,202.6,21.505,29.84,475.59,0.19266,27.799,0.041905,vapor
553.15,0.23018,0.05,20,11.555,16.159,202.8,21.531,29.866,477.67,0.17413,27.975,0.042194,vapor
558.15,0.23226,0.05,20,11.663,16.308,202.99,21.558,29.893,479.75,0.156,28.149,0.042483,vapor
563.15,0.23435,0.05,20,11.771,16.458,203.18,21.586,29.92,481.81,0.13827,28.323,0.042771,vapor
568.15,0.23643,0.05,20,11.879,16.607,203.38,21.614,29.948,483.86,0.12093,28.497,0.043058,vapor
573.15,0.23851,0.05,20,11.987,16.757,203.57,21.642,29.976,485.9,0.10397,28.669,0.043344,vapor
578.15,0.2406,0.05,20,12.095,16.907,203.75,21.67,30.004,487.93,0.087371,28.841,0.043629,vapor
583.15,0.24268,0.05,20,12.203,17.057,203.94,21.699,30.033,489.94,0.07113,29.013,0.043913,vapor
588.15,0.24476,0.05,20,12.312,17.207,204.13,21.728,30.062,491.95,0.055237,29.183,0.044197,vapor
593.15,0.24685,0.05,20,12.421,17.358,204.31,21.758,30.091,493.95,0.039681,29.353,0.044479,vapor
598.15,0.24893,0.05,20,12.53,17.508,204.49,21.788,30.121,495.93,0.024453,29.522,0.044761,vapor
603.15,0.25101,0.05,20,12.639,17.659,204.67,21.818,30.15,497.91,0.0095464,29.691,0.045042,vapor
608.15,0.25309,0.05,20,12.748,17.81,204.85,21.848,30.181,499.87,-0.0050488,29.859,0.045322,vapor
613.15,0.25518,0.05,20,12.857,17.961,205.03,21.879,30.211,501.83,-0.01934,30.026,0.045601,vapor
618.15,0.25726,0.05,20,12.967,18.112,205.21,21.91,30.242,503.78,-0.033336,30.193,0.045879,vapor
623.15,0.25934,0.05,20,13.076,18.263,205.39,21.941,30.273,505.71,-0.047043,30.359,0.046157,vapor
628.15,0.26143,0.05,20,13.186,18.414,205.56,21.973,30.304,507.64,-0.060469,30.525,0.046434,vapor
633.15,0.26351,0.05,20,13.296,18.566,205.74,22.004,30.336,509.56,-0.073621,30.69,0.04671,vapor
638.15,0.26559,0.05,20,13.406,18.718,205.91,22.036,30.367,511.47,-0.086507,30.854,0.046985,vapor
643.15,0.26768,0.05,20,13.516,18.87,206.08,22.068,30.399,513.37,-0.099132,31.018,0.04726,vapor
648.15,0.26976,0.05,20,13.627,19.022,206.25,22.101,30.431,515.26,-0.1115,31.181,0.047534,vapor
653.15,0.27184,0.05,20,13.737,19.174,206.42,22.133,30.464,517.14,-0.12363,31.344,0.047807,vapor
658.15,0.27393,0.05,20,13.848,19.327,206.59,22.166,30.496,519.01,-0.13551,31.506,0.048079,vapor
663.15,0.27601,0.05,20,13.959,19.479,206.76,22.199,30.529,520.88,-0.14716,31.667,0.048351,vapor
668.15,0.27809,0.05,20,14.07,19.632,206.93,22.231,30.561,522.73,-0.15857,31.828,0.048622,vapor
673.15,0.28017,0.05,20,14.181,19.785,207.09,22.265,30.594,524.58,-0.16977,31.989,0.048892,vapor
678.15,0.28226,0.05,20,14.293,19.938,207.26,22.298,30.627,526.42,-0.18074,32.148,0.049162,vapor
683.15,0.28434,0.05,20,14.404,20.091,207.42,22.331,30.66,528.25,-0.1915,32.308,0.049431,vapor
688.15,0.28642,0.05,20,14.516,20.244,207.58,22.365,30.694,530.08,-0.20205,32.467,0.049699,vapor
693.15,0.28851,0.05,20,14.628,20.398,207.75,22.398,30.727,531.89,-0.2124,32.625,0.049967,vapor
698.15,0.29059,0.05,20,14.74,20.552,207.91,22.432,30.761,533.7,-0.22255,32.783,0.050234,vapor
703.15,0.29267,0.05,20,14.852,20.706,208.07,22.465,30.794,535.5,-0.23251,32.94,0.0505,vapor
708.15,0.29475,0.05,20,14.965,20.86,208.23,22.499,30.828,537.3,-0.24227,33.097,0.050766,vapor
713.15,0.29684,0.05,20,15.077,21.014,208.39,22.533,30.861,539.08,-0.25186,33.253,0.051031,vapor
718.15,0.29892,0.05,20,15.19,21.168,208.54,22.567,30.895,540.86,-0.26126,33.409,0.051295,vapor
723.15,0.301,0.05,20,15.303,21.323,208.7,22.601,30.929,542.63,-0.27048,33.564,0.051559,vapor
728.15,0.30309,0.05,20,15.416,21.478,208.86,22.635,30.963,544.4,-0.27954,33.719,0.051822,vapor
733.15,0.30517,0.05,20,15.529,21.633,209.01,22.669,30.997,546.15,-0.28842,33.873,0.052085,vapor
738.15,0.30725,0.05,20,15.643,21.788,209.17,22.703,31.031,547.9,-0.29714,34.027,0.052347,vapor
743.15,0.30933,0.05,20,15.756,21.943,209.32,22.737,31.065,549.65,-0.3057,34.181,0.052609,vapor
748.15,0.31142,0.05,20,15.87,22.098,209.47,22.771,31.099,551.38,-0.31411,34.334,0.052869,vapor
753.15,0.3135,0.05,20,15.984,22.254,209.62,22.805,31.133,553.11,-0.32236,34.486,0.05313,vapor
758.15,0.31558,0.05,20,16.098,22.41,209.77,22.839,31.166,554.84,-0.33045,34.639,0.05339,vapor
763.15,0.31767,0.05,20,16.212,22.566,209.92,22.873,31.2,556.56,-0.33841,34.79,0.053649,vapor
768.15,0.31975,0.05,20,16.327,22.722,210.07,22.907,31.234,558.27,-0.34622,34.942,0.053907,vapor
773.15,0.32183,0.05,20,16.441,22.878,210.22,22.942,31.268,559.97,-0.35389,35.092,0.054165,vapor
778.15,0.32391,0.05,20,16.556,23.034,210.37,22.976,31.302,561.67,-0.36142,35.243,0.054423,vapor
783.15,0.326,0.05,20,16.671,23.191,210.52,23.009,31.336,563.36,-0.36882,35.393,0.05468,vapor
788.15,0.32808,0.05,20,16.786,23.348,210.66,23.043,31.37,565.05,-0.37609,35.542,0.054937,vapor
793.15,0.33016,0.05,20,16.902,23.505,210.81,23.077,31.404,566.73,-0.38323,35.691,0.055193,vapor
798.15,0.33225,0.05,20,17.017,23.662,210.96,23.111,31.437,568.4,-0.39024,35.84,0.055448,vapor
